,label,subject,content
62,2, 우리나라를 위하여 기도합시다.,"주님, 지나치게 이기주의로 자기 이익만을 추구하는 우리나라의 현실을 불쌍히 여기시어 서로 나눔의 마음을 갖도록 일깨워 주시고 크고 작은 사건과 많은 어려움에서 이 민족을 구하여 주시고 우리 겨레가 간절히 원하는 평화적 통일이 하루빨리 이루어지도록 자비를 베풀어 주소서."
63,2, 우리나라를 위하여 기도합시다.,"자애로우신 주님! 저희가 살고 있는 이땅을 축복하시어 함께 하고자 하는 모든 이들이 평화의 유대안에서 마음의 일치를 유지시켜 주시어, 사회적으로 혼탁한 인륜도덕이 바로 서게 하시고, 또한 위정자들을 모든 것에 앞서 인간존엄성을 중히 여기며 모든 국민을 위한 바른 정치를 펴도록 그들에게 지혜를 주시고, 우리의 주보이신 성모님의 도우심으로 아름다운 나라를 가꾸어 나가 참된 번영을 누리게 하소서."
64,2, 우리나라를 위하여 기도합시다.,"자애로우신 주님! 당신께서 백의 민족으로 축복해 주신 우리나라가 전쟁이 빚어낸 흔적은 아직까지 분단의 아픔으로 이어져 한 형제 자매는 물론 부모 자식간의 생사도 모르고 살아가는 가슴앓이를 하고 있습니다. 주님, 이세대가 가기 전에 통일의 은총을 내리시어 우리 모두가 주님의 사랑과 평화속에서 살아갈 수 있도록 도와 주소서."
65,2, 세계평화를 위하여 기도합시다.,"주님, 자국의 이익만을 추구함보다 세계인 모두가 서로서로 사랑과 평화가 넘치는 인류공동체를 이루어 서로의 민족을 존중하고 협력하여 강자는 약자를 도와 사랑으로 일치시켜 주소서."
66,2, 세계평화를 위하여 기도합시다.,"주님, 자국의 경제적인 이익만을 추구하는 강대국들에게 나눔의 마음을 갖도록 일깨워 주시어 약소국의 발전을 돕고 친교를 이루는 가운데 일치와 평화가 꽃피게 하소서."
67,2, 세계평화를 위하여 기도합시다.,"주님, 당신의 평화를 저희에게 주시어 서로를 위한 사랑과 관심으로 온 누리가 화목한 가운데 당신을 기리게 하소서."
68,2, 세계평화를 위하여 기도합시다.,"사랑이신 주님, 주님께서 친히 창조하신 세상 곳곳에서는 종교분쟁, 인종차별과 환경파괴로 인한 천재지변이 쉴새없이 일어나고 있습니다. 주님, 우리 모든 인류의 생각을 다시리시어 우리 모두는 한 공동체임을 깨달아 자국만의 이익을 생각치 않고 서로 도우며 살아가게 도와 주소서."
69,2, 세계평화를 위하여 기도합시다.,"주님, 모든 사람들이 당신의 뜻을 따라 평화를 추구하며, 이 땅에서 반목과 질시, 폭력과 전쟁을 물리칠 수 있도록 도와주시고, 인류의 평화와 복지 실현에 모든 나라들이 서로 협력하게 하소서."
70,2, 세계평화를 위하여 기도합시다.,인류에게 참사랑을 베푸신 주님! 나날이 방향감각을 잃고 소수집단의 이기심 때문에 전쟁을 행하는 이들에게 살 심장을 주시어 참다운 형제에게도 세계를 살기 좋은 곳으로 만들도록 인도하소서.
71,2, 세계평화를 위하여 기도합시다.,"주님, 세계 곳곳에 주님의 복음이 선포되어 불의와 불목과 분열을 막아 주시고 나라간에 분쟁을 막아 주시어 참 평화를 이루게 하소서."
72,2, 세계평화를 위하여 기도합시다.,"주님, 평화를 갈망하는 저희 모두의 기도를 귀여겨 들어주시어, 인류의 평화와 복지실현에 모든 나라들이 서로 협력하게 하소서."
73,2, 세계평화를 위하여 기도합시다.,"천주여, 모든 거룩한 원의와 바른 생각과 옳은 행위를 주께서 주시오니 주를 섬기는 우리에게 세속이 주지 못하는 평화를 주시어 우리로 하여금, 믿음을 다하여 주의 계명을 지키게 하시며 원수의 위협을 물리치시고 주의 보호로 나라를 안정케 하소서."
74,2, 세계평화를 위하여 기도합시다.,"하느님, 전쟁으로 세계도처에는 많은 이들이 고통받고 있습니다. 분열을 일삼는 모든 이에게 은총과 자비를 베푸시어 인류평화를 위해 노력할 수 있도록 도와 주소서."
75,2, 세계평화를 위하여 기도합시다.,"주님, 많은 폭력과 전쟁의 위험 속에서 살고 있는 저희들을 불쌍히 여기어 주시고 신뢰가 깨진 이 세계에 용서와 화해의 정신을 주시어 인류공동페와 평화를 이루도록 도와 주소서."
76,2, 세계평화를 위하여 기도합시다.,"주님, 모든 사람들의 참된 평화의 근원이신 그리스도를 고백하고, 증언함으로서, 온 인류가 분열과 갈등 없이 하나 되는 사랑속에서 주님을 섬길 수 있도록 하시고, 세상의 폭력과 거짓을 이기고 승리하신 그리스도의 참평화를 누리게 하소서."
77,2, 세계평화를 위하여 기도합시다.,"천지창조하시고 온 세상을 다스리시는 천주여, 모든 사람들이 참된 평화의 근원이신 그리스도를 고백하고 증언함으로써 세상의 폭력과 거짓을 이기고 승리하신 그리스도의 참 평화를 알고 따르게 하소서."
78,2, 세계평화를 위하여 기도합시다.,"주님, 민족 분쟁의 갈등속에서도 내전을 겪고 있는 여러 나라들에게 서로를 이해할 수 있는 지혜를 주시어 그들도 하루빨리 평화를 되찾고 주님의 뜻을 따라 살아가게 해주소서."
79,2, 세계평화를 위하여 기도합시다.,"주님, 이 세상 곳곳에 강대국의 대립과 갈등으로 전쟁과 핵실험이 난무하고 온갖 고통과 굶주림에 시달리는 이 세상 모든 이들을 위하여 기도하오니 주님의 은총으로 모든 민족이 화해하고 이해하며 진리의 말씀안에서 서로 사람으로 일치하여 주님을 찬양하며 살 수 있도록 이끌어 주소서."
80,2, 세계평화를 위하여 기도합시다.,"주님, 세계 곳곳에 주님의 복음이 선포되어 불의와 불목과 분열을 막아 주시고 나라간에 분쟁을 막아 주시어 참 평화를 이루게 하소서."
81,2, 세계평화를 위하여 기도합시다.,"주님, 평화를 갈망하는 저희 모두의 기도를 귀여겨 들어주시어, 인류의 평화와 복지실현에 모든 나라들이 서로 협력하게 하소서."
82,2, 세계평화를 위하여 기도합시다.,"천주여, 모든 거룩한 원의와 바른 생각과 옳은 행위를 주께서 주시오니 주를 섬기는 우리에게 세속이 주지 못하는 평화를 주시어 우리로 하여금, 믿음을 다하여 주의 계명을 지키게 하시며 원수의 위협을 물리치시고 주의 보호로 나라를 안정케 하소서."
83,2, 세계평화를 위하여 기도합시다.,"하느님, 전쟁으로 세계도처에는 많은 이들이 고통받고 있습니다. 분열을 일삼는 모든 이 에게 은총과 자비를 베푸시어 인류평화를 위해 노력할 수 있도록 도와 주소서."
84,2, 세계평화를 위하여 기도합시다.,"주님, 많은 폭력과 전쟁의 위험 속에서 살고 있는 저희들을 불쌍히 여기어 주시고 신뢰가 깨진 이 세계에 용서와 화해의 정신을 주시어 인류공동페와 평화를 이루도록 도와 주소서."
85,2, 세계평화를 위하여 기도합시다.,"주님, 모든 사람들의 참된 평화의 근원이신 그리스도를 고백하고, 증언함으로서, 온 인류가 분열과 갈등 없이 하나 되는 사랑속에서 주님을 섬길 수 있도록 하시고, 세상의 폭력과 거짓을 이기고 승리하신 그리스도의 참평화를 누리게 하소서."
86,2, 세계평화를 위하여 기도합시다.,"천지창조하시고 온 세상을 다스리시는 천주여, 모든 사람들이 참된 평화의 근원이신 그리스도를 고백하고 증언함으로써 세상의 폭력과 거짓을 이기고 승리하신 그리스도의 참 평화를 알고 따르게 하소서."
87,2, 세계평화를 위하여 기도합시다.,"주님, 민족 분쟁의 갈등속에서도 내전을 겪고 있는 여러 나라들에게 서로를 이해할 수 있는 지혜를 주시어 그들도 하루빨리 평화를 되찾고 주님의 뜻을 따라 살아가게 해주소서."
88,2, 세계평화를 위하여 기도합시다.,"주님, 이 세상 곳곳에 강대국의 대립과 갈등으로 전쟁과 핵실험이 난무하고 온갖 고통과 굶주림에 시달리는 이 세상 모든 이들을 위하여 기도하오니 주님의 은총으로 모든 민족이 화해하고 이해하며 진리의 말씀안에서 서로 사람으로 일치하여 주님을 찬양하며 살 수 있도록 이끌어 주소서."
89,1, 교황님을 위하여 기도합시다.,"주님, 주님의 구원 사업에 성실히 협력하는 교황과 늘 함께 하시어, 어둠과 죽음의 세력을 물리치고 언제나 진리의 등불을 밝힐 수 있도록 도와주소서."
90,1, 교황성하를 위하여 기도합시다.,"주님, 교황 요한 바오로2세에게 주님의 성령을 보내 주시어 그리스도의 대리자로서 주님의 자녀들을 올바른 길로 인도하게 하소서."
91,1, 교황님을 위하여 기도합시다.,"주님, 교황 요한 바오로 2세에게 성령을 보내 주시어 이 세상에서 진리의 빛을 밝히고 교회의 가르침을 선포하는 그리스도의 대리자로서 주님의 백성들을 올바른 길로 인도하게 하소서."
92,1, 교황님을 위하여 기도합시다.,"주님, 주님의 대리자시고 모든 신자들의 영도자시며 세상의 평화와 모든 사람들의 구원을 위해 기도하고 일하는 교황이 주님의 사랑으로 언제나 주님 뜻에 일치하며 살아갈 수 있도록 은총 주소서."
93,1, 교황 성하를 위하여 기도합시다.,"주님, 그리스도의 대리자로서 온 세상에 구원의 복음을 전하는 교황 요한 바오로 2세에게 맡겨 주신 선교 사명을 충실히 수행하게 하시고, 언제나 진리의 등불을 밝힐 수 있도록 도와주소서."
94,1, 교황님을 위하여 기도합시다.,"주님, 진리의 빛을 밝히고 교회의 가르침을 선포하는 교황님께 지혜와 건강을 주시어 언제나 주님의 뜻을 따르는데 최선을 다하게 해주소서."
95,1, 교황님을 위하여 기도합시다.,주님 교회의 최고 목자이신 교황님께 예수님의 권능과 사랑을 주시어 온 세계에 주님을 증거하며 평화를 이룰 수 있도록 주님 항상 함께 해주시고 영육간에 건강하시도록 은총 베풀어 주소서
96,1, 교황님을 위하여 기도합시다.,"주님, 교회의 최고 목자이신 교황에게 필요한 지혜와 건강을 주시어 주님의 사랑과 평화를 온 세상에 전파하게 하소서."
97,1, 교황님을 위하여 기도합시다.,당신의 사랑으로 죄의 귄세를 벗어나게 하신 주님. 교황님을 위하여 기도 하오니 전세계와 모든 신자들을 위해 늘 수고하시는 교황님께 영육간의 건강을 주시고 지혜를 주셔서 착한 목자 되게 하소서.
98,1, 교황성하를 위하여 기도합시다.,"주님, 당신께서 친히 세우신 교회의 최고 목자이신 교황성하에게 영육간의 건강을 주시어, 주님의 사랑을 온 세상에 전하게 하소서."
99,1, 교황님을 위하여 기도합시다.,"주님, 주님의 구원 사업에 성실히 협력하는 교황과 늘 함께 하시어, 어둠과 죽음의 세력을 물리치고 언제나 진리의 등불을 밝힐 수 있도록 도와주소서."
100,1, 교황성하를 위하여 기도합시다.,"주님, 교황 요한 바오로2세에게 주님의 성령을 보내 주시어 그리스도의 대리자로서 주님의 자녀들을 올바른 길로 인도하게 하소서."
101,1, 교황님을 위하여 기도합시다.,"주님, 교황 요한 바오로 2세에게 성령을 보내 주시어 이 세상에서 진리의 빛을 밝히고 교회의 가르침을 선포하는 그리스도의 대리자로서 주님의 백성들을 올바른 길로 인도하게 하소서."
102,1, 교황님을 위하여 기도합시다.,"주님, 주님의 대리자시고 모든 신자들의 영도자시며 세상의 평화와 모든 사람들의 구원을 위해 기도하고 일하는 교황이 주님의 사랑으로 언제나 주님 뜻에 일치하며 살아갈 수 있도록 은총 주소서."
103,1, 교황 성하를 위하여 기도합시다.,"주님, 그리스도의 대리자로서 온 세상에 구원의 복음을 전하는 교황 요한 바오로 2세에게 맡겨 주신 선교 사명을 충실히 수행하게 하시고, 언제나 진리의 등불을 밝힐 수 있도록 도와주소서."
104,1, 교황님을 위하여 기도합시다.,"주님, 진리의 빛을 밝히고 교회의 가르침을 선포하는 교황님께 지혜와 건강을 주시어 언제나 주님의 뜻을 따르는데 최선을 다하게 해주소서."
105,1, 교황님을 위하여 기도합시다.,주님 교회의 최고 목자이신 교황님께 예수님의 권능과 사랑을 주시어 온 세계에 주님을 증거하며 평화를 이룰 수 있도록 주님 항상 함께 해주시고 영육간에 건강하시도록 은총 베풀어 주소서
106,1, 교황님을 위하여 기도합시다.,"주님, 교회의 최고 목자이신 교황에게 필요한 지혜와 건강을 주시어 주님의 사랑과 평화를 온 세상에 전파하게 하소서."
107,1, 교황님을 위하여 기도합시다.,당신의 사랑으로 죄의 귄세를 벗어나게 하신 주님. 교황님을 위하여 기도 하오니 전세계와 모든 신자들을 위해 늘 수고하시는 교황님께 영육간의 건강을 주시고 지혜를 주셔서 착한 목자 되게 하소서.
108,1, 사제를 위하여 기도합시다.,영원한 목자이신 주님! 우리를 당신의 나라에 갈 수 있도록 이끌어 주시는 사제들에게 영육간의 건강을 주시어 더욱 더 주님의 일을 기쁜 마음으로 할 수 있도록 도와주소서.
109,1, 사제들을 위하여 기도합시다.,"주님, 그리스도를 따르기로 결심한 사제들이 물질적, 정신적으로 현세에 물들지 않고 주님만을 바라보며 주님의 사랑을 몸소 보여줄 수 있게 하소서."
110,1, 사제들을 위하여 기도합시다.,당신의 목자로서 자신의 삶을 바쳐 살아가는 사제들에게 영육간의 건강과 은총주시어 그리스도의 목자로서 충실히 수행할 수 있도록 이끌어 주소서.
111,1, 교회와 사제들을 위하여 기도합시다.,"주님, 그리스도 부활의 기쁨을 노래하는 교회가 죽음의 세력을 이긴 그리스도의 부활처럼 온 세상의 모든 악과 죽음으로부터 승리하여 사랑과 평화의 세상으로 부활토록 하시고, 자신의 삶을 온전히 봉헌한 사제들에게 주님의 지혜와 사랑이 충만하도록 축복해 주시며, 늘 샘 솟는 기쁨과 은총으로 주님을 믿고자 찾는 많은 양들을 이끌 수 있는 성령의 충만한 은총을 내려 주소서."
112,1, 신부님을 위하여 기도합시다.,"우리들의 목자이신 주님, 많은 신부님들이 힘들고 어려움이 닥치도라도 예수님의 충실한 관리인으로 우리들을 돌볼 수 있도록 힘과 사랑을 나눠주소서."
113,1, 사제를 위하여 기도합시다.,영원한 목자이신 주님! 우리를 당신의 나라에 갈 수 있도록 이끌어 주시는 사제들에게 영육간의 건강을 주시어 더욱 더 주님의 일을 기쁜 마음으로 할 수 있도록 도와주소서.
